"year","name","number","rank","notes"
2013,"Aaliyah",66,56,
2013,"Stella",66,56,
2013,"Layla",65,58,
2013,"Molly",65,58,
2013,"Addison",63,60,
2013,"Caitlin",61,61,
2013,"Anna",61,61,
2013,"Annabelle",60,63,
2013,"Peyton",59,64,
2013,"Piper",59,64,
2013,"Brooklyn",57,66,
2013,"Rose",56,67,
2013,"Ayla",54,68,
2013,"Evelyn",53,69,
2013,"Nevaeh",53,69,
2013,"Natalie",53,69,
2013,"Victoria",53,69,
2013,"Nina",52,73,
2013,"Ellie",52,73,
2013,"Sarah",52,73,
2013,"Alyssa",52,73,
2013,"Charlie",52,73,
2013,"Phoebe",52,73,
2013,"Lola",51,79,
2013,"Keira",51,79,
2013,"Kate",50,81,
2013,"Alexandra",49,82,
2013,"Isabel",48,83,
2013,"Amber",48,83,
2013,"Jade",48,83,
2013,"Hayley",47,86,
2013,"Taylor",47,86,
2013,"Brooke",47,86,
2013,"Florence",47,86,
2013,"Millie",46,90,
2013,"Imogen",46,90,
2013,"Esther",45,92,
2013,"Aurora",45,92,
2013,"Madeleine",45,92,
2013,"Matilda",44,95,
2013,"Claire",43,96,
2013,"Faith",43,96,
2013,"Mikayla",43,96,
2013,"Kayla",43,96,
2013,"Indi",42,100,
